id,user_name,user_address,user_city,user_phone,process_status,date_created
809,jimmy sungs,19 e. 44th st.  between 2nd and 3rd aves,ew yor,212/682-5678,processed,2022-11-17 22:50:25
810,joe allen,26 w. 46th st,ew yor,212/581-6464,processed,2017-01-06 12:47:48
811,judson grill,52 w. 52nd st,ew yor,212/582-5252,processed,2017-05-06 04:38:46
812,labsinthe,27 e. 67th st,ew yor,212/794-4950,processed,2022-10-22 06:58:34
813,lauberge,191 1st ave.  between 64th and 65th sts,ew yor,212/288-8791,processed,2017-05-05 08:30:19
814,lauberge du midi,10 w. 4th st.  between w. 12th and bank sts,ew yor,212/242-4705,processed,2016-09-12 13:24:33
815,ludo,32 lafayette st.  near astor pl,ew yor,212/388-0978,processed,2019-10-22 17:21:09
816,la reserve, w. 49th st,ew yor,212/247-2993,processed,2020-09-21 04:21:47
817,lanza restaurant,68 1st ave.  between 10th and 11th sts,ew yor,212/674-7014,processed,2022-10-20 04:24:00
818,lattanzi ristorante,61 w. 46th st,ew yor,212/315-0980,processed,2015-09-04 13:43:59
819,ayl,11 w. broadway at franklin st,ew yor,212/431-0700,processed,2021-09-18 13:46:00
820,le chantilly,06 e. 57th st,ew yor,212/751-2931,processed,2023-05-08 16:14:51
821,le colonial,49 e. 57th st,ew yor,'212/ 752-0808',processed,2015-11-06 22:43:21
822,le gamin,0 macdougal st.  between houston and prince sts,ew yor,212/254-4678,processed,2016-05-27 12:40:32
823,le jardin,5 cleveland pl.  near spring st,ew yor,212/343-9599,processed,2016-04-21 20:43:03
824,le madri,68 w. 18th st,ew yor,212/727-8022,processed,2020-01-16 06:31:05
825,le marais,50 w. 46th st,ew yor,212/869-0900,processed,2015-01-14 02:02:22
826,le perigord,05 e. 52nd st,ew yor,212/755-6244,processed,2015-11-04 11:14:53
827,le select,07 columbus ave.  between 84th and 85th sts,ew yor,212/875-1993,processed,2018-04-16 11:50:39
828,les halles,11 park ave. s  between 28th and 29th sts,ew yor,212/679-4111,processed,2020-05-02 18:58:42
829,lincoln tavern,1 w. 64th st,ew yor,212/721-8271,processed,2022-08-31 15:07:28
830,ol,0 west 22nd st.  between 5th and 6th ave,ew yor,212/675-6700,processed,2018-12-07 11:31:59
831,lucky strike,9 grand st.  between wooster st. and w. broadwa,ew yor,212/941-0479,processed,2022-06-18 10:40:41
832,mad fish,182 broadway  between 77th and 78th sts,ew yor,212/787-0202,processed,2022-08-18 12:26:48
833,main street,46 columbus ave.  between 81st and 82nd sts,ew yor,212/873-5025,processed,2017-07-08 10:44:27
834,mangia e bevi,00 9th ave. at 53rd st,ew yor,212/956-3976,processed,2020-09-25 17:06:54
835,manhattan cafe,161 1st ave.  between 63rd and 64th sts,ew yor,212/888-6556,processed,2022-08-26 18:25:12
836,manila garden,25 e. 14th st.  between 1st and 2nd aves,ew yor,212/777-6314,processed,2015-09-04 19:47:01
837,arich,42 e. 46th st.  between 1st and 2nd aves,ew yor,212/370-1866,processed,2017-05-30 04:04:27
838,marquet patisserie,5 e. 12th st.  between 5th ave. and university pl,ew yor,212/229-9313,processed,2015-12-10 14:30:31
839,atc,60 mercer st.  between houston and prince sts,ew yor,212/906-9173,processed,2020-05-05 05:06:23
840,matthews,030 3rd ave. at 61st st,ew yor,212/838-4343,processed,2020-12-09 08:53:11
841,mavalli palace,6 e. 29th st,ew yor,212/679-5535,processed,2020-09-25 04:51:38
842,milan cafe and coffee bar,20 w. 23rd st,ew yor,212/807-1801,processed,2017-09-29 00:23:06
843,monkey bar,0 e. 54th st,ew yor,212/838-2600,processed,2019-07-14 15:49:53
844,ontie,134 1st ave.   between 62nd and 63rd sts,ew yor,212/421-4433,processed,2016-10-22 21:33:49
845,mortons,51 5th ave. at 45th st,ew yor,212/972-3315,processed,2020-03-07 16:28:12
846,motown cafe,04 w. 57th st.  near 6th ave,ew yor,212/581-8030,processed,2015-06-15 22:05:08
847,new york kom tang soot bul house,2 w. 32nd st,ew yor,'212/ 947-8482',processed,2019-06-07 03:04:17
848,new york noodletown,8 1/2 bowery at bayard st,ew yor,212/349-0923,processed,2016-02-13 21:03:25
849,ewsba, w. 19th st,ew yor,212/255-3996,processed,2018-02-02 15:54:44
850,deo,45 w. broadway at thomas st,ew yor,212/233-0507,processed,2023-02-19 15:12:01
851,rs,22 w. 46th st,ew yor,212/489-7212,processed,2020-08-10 02:36:28
852,osteria al droge,42 w. 44th st,ew yor,212/944-3643,processed,2020-10-22 12:15:39
853,tab,8 e. 56th st,ew yor,212/223-7575,processed,2022-07-11 11:14:29
854,acific,38 lafayette st.  between canal and howard sts,ew yor,212/941-4168,processed,2024-02-28 19:08:15
855,ali,51 w. 51st. st,ew yor,212/245-4850,processed,2022-08-30 07:15:35
856,ami,065 1st ave.  at 58th st,ew yor,212/644-9258,processed,2016-02-03 22:28:47
857,parioli romanissimo,4 e. 81st st,ew yor,212/288-2391,processed,2021-03-23 05:43:44
858,atri,50 park ave. s at 20th st,ew yor,212/777-6211,processed,2023-12-11 07:58:25
859,peacock alley,01 park ave.  between 49th and 50th sts,ew yor,212/872-4895,processed,2023-04-02 00:39:25
860,pen & pencil,05 e. 45th st,ew yor,212/682-8660,processed,2016-10-09 12:05:46
861,penang soho,09 spring st.  between greene and mercer sts,ew yor,212/274-8883,processed,2019-12-28 19:25:30
862,ersepoli,423 2nd ave.  between 74th and 75th sts,ew yor,212/535-1100,processed,2017-03-11 06:29:03
863,planet hollywood,40 w. 57th st,ew yor,212/333-7827,processed,2015-12-24 18:14:23
864,omair,71 w. 46th st.  off 9th ave,ew yor,'212/ 956-3055',processed,2023-11-06 19:17:53
865,popover cafe,51 amsterdam ave.  between 86th and 87th sts,ew yor,212/595-8555,processed,2019-05-14 14:39:27
866,post house,8 e. 63rd st,ew yor,212/935-2888,processed,2015-05-16 15:49:46
867,ai,00 w. 82nd st,ew yor,212/501-0776,processed,2016-01-22 00:11:36
868,red tulip,39 e. 75th st,ew yor,212/734-4893,processed,2017-05-16 15:57:01
869,epubli,7a union sq. w  between 16th and 17th sts,ew yor,212/627-7172,processed,2016-02-27 06:00:10
870,roettelle a. g,26 e. 7th st.  between 1st ave. and ave. ,ew yor,212/674-4140,processed,2015-06-29 13:49:41
871,rosa mexicano,063 1st ave. at 58th st,ew yor,212/753-7407,processed,2024-04-20 12:27:39
872,ruths chris,48 w. 51st st,ew yor,212/245-9600,processed,2015-11-29 14:44:51
873,.p.q.,33 mulberry st.  between hester and grand sts,ew yor,212/925-3120,processed,2019-04-27 20:37:05
874,sal anthonys,5 irving pl,ew yor,212/982-9030,processed,2024-03-12 13:52:55
875,sammys roumanian steak house,57 chrystie st. at delancey st,ew yor,212/673-0330,processed,2022-12-25 20:18:26
876,san pietro,8 e. 54th st,ew yor,212/753-9015,processed,2021-01-08 11:40:16
877,sant ambroeus,000 madison ave.  between 77th and 78th sts,ew yor,212/570-2211,processed,2018-07-04 06:19:48
878,sarabeths kitchen,23 amsterdam ave.  between 80th and 81st sts,ew yor,212/496-6280,processed,2016-08-05 13:09:01
879,sea grill,9 w. 49th st,ew yor,212/332-7610,processed,2022-08-07 16:35:37
880,erendipit, 225 e. 60th st,ew yor,212/838-3531,processed,2018-05-25 02:33:27
881,seventh regiment mess and bar,43 park ave. at 66th st,ew yor,212/744-4107,processed,2020-07-01 08:41:47
882,fuzz,8 w. 65th st,ew yor,212/873-3700,processed,2018-03-18 17:16:54
883,haa,7 w. 48th st,ew yor,'212/ 977-8400',processed,2024-03-31 23:58:27
884,sofia fabulous pizza,022 madison ave.  near 79th st,ew yor,212/734-2676,processed,2016-03-23 04:56:07
885,spring street natural restaurant & bar,2 spring st. at lafayette st,ew yor,212/966-0290,processed,2023-03-30 01:04:25
886,stage deli,34 7th ave.  between 53rd and 54th sts,ew yor,212/245-7850,processed,2015-01-26 18:54:38
887,tingra,28 amsterdam ave.  between 80th and 81st sts,ew yor,212/501-7515,processed,2015-04-27 05:43:17
888,sweetntart cafe,6 mott st. at canal st,ew yor,212/334-8088,processed,2019-07-02 06:59:04
889,t salon,43 mercer st. at prince st,ew yor,212/925-3700,processed,2023-10-31 07:25:02
890,tang pavillion,5 w. 55th st,ew yor,212/956-6888,processed,2019-11-01 00:33:05
891,apik,50 8th ave. at 56th st,ew yor,'212/ 397-3737',processed,2015-09-08 16:34:21
892,teresas,03 1st ave.  between 6th and 7th sts,ew yor,212/228-0604,processed,2020-05-18 04:38:04
893,errac,00 w. 119th st.  between amsterdam and morningside aves,ew yor,212/666-9490,processed,2018-09-14 20:42:32
894,the coffee pot,50 9th ave. at 49th st,ew yor,212/265-3566,processed,2021-02-15 23:09:18
895,the savannah club,420 broadway at 89th st,ew yor,212/496-1066,processed,2015-06-04 13:54:53
896,trattoria dellarte,00 7th ave.  between 56th and 57th sts,ew yor,212/245-9800,processed,2018-06-15 00:22:04
897,riangol,45 e. 83rd st,ew yor,212/472-4488,processed,2021-07-27 14:49:31
898,tribeca grill,75 greenwich st.  near franklin st,ew yor,212/941-3900,processed,2023-05-10 16:17:56
899,trois jean,54 e. 79th st.  between lexington and 3rd aves,ew yor,212/988-4858,processed,2016-02-10 10:04:58
900,tse yang,4 e. 51st st,ew yor,212/688-5447,processed,2017-01-11 14:19:13
901,turkish kitchen,86 3rd ave.  between 27th and 28th sts,ew yor,212/679-1810,processed,2015-03-29 03:20:31
902,two two two,22 w. 79th st,ew yor,212/799-0400,processed,2015-10-13 05:15:51
903,venieros pasticceria,42 e. 11th st.  near 1st ave,ew yor,212/674-7264,processed,2019-05-22 03:24:18
904,erben,4 irving pl. at 17th st,ew yor,212/260-5454,processed,2015-01-15 18:28:50
905,victors cafe,2 236 w. 52nd st,ew yor,212/586-7714,processed,2022-11-03 06:35:06
906,vince & eddies,0 w. 68th st,ew yor,212/721-0068,processed,2016-06-03 08:51:42
907,on,00 e. 54th st,ew yor,212/486-9592,processed,2016-11-25 21:20:26
908,water club,00 e. 30th st,ew yor,212/683-3333,processed,2020-07-29 11:46:07
909,es,3rd street steakhouse 44 w. 63rd st,ew yor,212/246-6363,processed,2018-09-19 00:41:35
910,unt,74 1st ave.  between 10th and 11th sts,ew yor,212/614-0620,processed,2022-06-29 20:52:20
911,zen palate,4 union sq. e at 16th st,ew yor,212/614-9291,processed,2016-05-23 02:38:12
912,o,0 prince st.  between broadway and mercer st,ew yor,212/966-6722,processed,2019-11-23 05:36:48
913,bbe,63 ponce de leon ave,lan,404/876-8532,processed,2016-03-14 10:31:38
914,alecks barbecue heaven,83 martin luther king jr. dr,lan,404/525-2062,processed,2016-06-30 08:40:59
915,annies thai castle,195 roswell rd,lan,404/264-9546,processed,2020-06-09 17:59:01
916,nthony,109 piedmont rd.  just south of peachtree rd,lan,404/262-7379,processed,2022-10-19 01:50:12
917,atlanta fish market,65 pharr rd,lan,404/262-3165,processed,2020-08-13 04:23:10
918,beesleys of buckhead,60 e. paces ferry roa,lan,404/264-1334,processed,2021-03-22 06:48:10
919,bertolinis,500 peachtree rd.  phipps plaz,lan,404/233-2333,processed,2022-08-04 00:45:06
920,istang,100 peachtree st,lan,404/724-0901,processed,2019-11-25 14:02:58
921,cafe renaissance,050 jimmy carter blvd.  norcros,lan,770/441--0291,processed,2019-09-03 21:23:02
922,camilles,186 n. highland ave,lan,404/872-7203,processed,2019-03-02 16:45:58
923,assi,300 peachtree rd.  grand hyat,lan,404/365-8100,processed,2015-08-30 08:32:05
924,city grill,0 hurt plaz,lan,404/524-2489,processed,2022-11-10 17:48:16
925,coco loco,0  buckhead crossing mall on the sidney marcus blvd,lan,404/364-0212,processed,2015-08-21 04:48:37
926,colonnade restaurant,879 cheshire bridge rd,lan,404/874-5642,processed,2018-11-19 21:55:22
927,dantes down the hatch  buckhead,380 peachtree rd,lan,404/266-1600,processed,2024-02-05 10:26:16
928,dantes down the hatch,nderground underground mall  underground atlant,lan,404/577-1800,processed,2018-09-13 04:13:08
929,fat matts rib shack,811 piedmont ave.  near cheshire bridge rd,lan,404/607-1622,processed,2018-05-31 20:52:01
930,french quarter food shop,23 peachtree st.  at 8th st,lan,404/875-2489,processed,2021-09-09 11:17:04
931,holt bros. bar-b-q,359 jimmy carter blvd.  at buford hwy.  norcros,lan,770/242-3984,processed,2022-04-09 06:46:17
932,horseradish grill,320 powers ferry rd,lan,404/255-7277,processed,2018-11-28 06:36:16
933,hsus gourmet,92 peachtree center ave.  at international blvd,lan,404/659-2788,processed,2021-01-18 04:28:40
934,imperial fez,285 peachtree rd.  peachtree battle condominiu,lan,404/351-0870,processed,2018-06-21 22:08:14
935,amogaw,300 peachtree rd.  grand hyat,lan,404/841-0314,processed,2018-03-07 11:49:27
936,la grotta at ravinia dunwoody rd.,oliday inn/crowne plaza at ravinia  dunwood,lan,770/395-9925,processed,2022-02-02 04:52:31
937,little szechuan, buford hwy.  northwoods plaza  doravill,lan,770/451-0192,processed,2016-11-08 08:35:36
938,lowcountry barbecue,301 roswell rd.  sandy springs plaza  sandy spring,lan,404/255-5160,processed,2021-12-17 17:40:02
939,luna si,931 peachtree rd,lan,404/355-5993,processed,2019-06-20 13:12:10
940,mambo restaurante cubano,402 n. highland ave,lan,404/874-2626,processed,2021-09-27 19:30:49
941,mckinnons louisiane,209 maple dr,lan,404/237-1313,processed,2018-11-30 03:23:33
942,mi spia dunwoody rd.,ark place  across from perimeter mall  dunwood,lan,770/393-1333,processed,2016-05-01 02:49:23
943,nickiemotos: a sushi bar,47 buckhead ave.  east village sq,lan,404/842-0334,processed,2016-01-24 18:21:53
944,alisade,829 peachtree rd,lan,404/350-6755,processed,2018-08-03 12:15:56
945,pleasant peasant,55 peachtree st.  at linden ave,lan,404/874-3223,processed,2023-04-22 02:52:52
946,ricc,00 pharr rd,lan,404/237-2941,processed,2023-10-23 20:09:29
947,r.j.s uptown kitchen & wine bar,70 n. highland ave,lan,404/875-7775,processed,2018-08-15 08:14:21
948,rib ranch,5 irby ave,lan,404/233-7644,processed,2023-02-19 18:59:09
949,sa tsu ki,043 buford hwy,lan,404/325-5285,processed,2017-04-06 10:54:46
950,sato sushi and thai,050 peachtree pkwy.  norcros,lan,770/449-0033,processed,2022-11-20 02:28:03
951,south city kitchen,144 crescent ave,lan,404/873-7358,processed,2019-03-20 10:57:01
952,south of france,345 cheshire bridge rd,lan,404/325-6963,processed,2021-05-26 23:08:47
953,stringers fish camp and oyster bar,384 shallowford rd.  chamble,lan,770/458-7145,processed,2022-11-30 03:34:31
954,sundown cafe,165 cheshire bridge rd,lan,404/321-1118,processed,2015-02-22 15:16:45
955,taste of new orleans,89 w. peachtree st,lan,404/874-5535,processed,2018-02-17 21:51:28
956,omto,393 peachtree rd,lan,404/264-1163,processed,2016-05-31 04:40:57
957,antonios,700 w. flaming,as vega,702/252-7737,processed,2022-06-23 22:35:09
958,ballys big kitchen,645 las vegas blvd. ,as vega,702/739-4111,processed,2016-01-23 20:43:17
959,bamboo garden,850 flamingo rd,as vega,702/871-3262,processed,2020-12-16 13:23:50
960,battistas hole in the wall,041 audrie st. at flamingo rd,as vega,702/732-1424,processed,2017-04-12 22:44:24
961,bertolinis,570 las vegas blvd. ,as vega,702/735-4663,processed,2023-05-17 08:36:34
962,binions coffee shop,28 fremont st,as vega,702/382-1600,processed,2015-12-08 00:38:40
963,istr,400 las vegas blvd. ,as vega,702/791-7111,processed,2017-08-04 01:24:58
964,roile,111 boulder hwy,as vega,702/432-7777,processed,2019-06-20 06:12:46
965,bugsys diner,555 las vegas blvd. ,as vega,702/733-3111,processed,2020-02-20 10:06:37
966,cafe michelle,350 e. flamingo rd,as vega,702/735-8686,processed,2016-08-09 16:01:30
967,cafe roma,570 las vegas blvd. ,as vega,702/731-7547,processed,2023-01-13 16:33:14
968,capozzolis,333 s. maryland pkwy,as vega,702/731-5311,processed,2024-02-14 05:05:20
969,carnival world,700 w. flamingo rd,as vega,702/252-7777,processed,2017-12-12 14:36:32
970,center stage plaza hotel, main st,as vega,702/386-2512,processed,2019-03-13 14:15:52
971,circus circus,880 las vegas blvd. ,as vega,702/734-0410,processed,2019-01-23 05:12:32
972,empress court,570 las vegas blvd. ,as vega,702/731-7888,processed,2018-10-22 17:59:00
973,eas,411 w. sahara ave,as vega,702/367-2411,processed,2015-09-04 23:50:39
974,golden nugget hotel,29 e. fremont st,as vega,702/385-7111,processed,2019-11-03 09:57:21
975,golden steer,08 w. sahara ave,as vega,702/384-4470,processed,2017-07-27 22:16:21
976,lillie langtrys,29 e. fremont st,as vega,702/385-7111,processed,2023-11-03 13:07:43
977,mandarin court,510 e. flamingo rd,as vega,702/737-1234,processed,2018-11-03 22:27:34
978,margaritas mexican cantina,120 las vegas blvd. ,as vega,702/794-8200,processed,2019-09-12 16:05:02
979,marys diner,111 w. boulder hwy,as vega,702/454-8073,processed,2020-09-27 03:14:56
980,ikad,400 las vegas blvd. ,as vega,702/791-7111,processed,2018-03-25 17:25:26
981,amplemouss,00 e. sahara ave,as vega,702/733-2066,processed,2015-08-11 10:56:42
982,ralphs diner,000 las vegas blvd. ,as vega,702/732-6330,processed,2022-04-18 22:51:16
983,the bacchanal,570 las vegas blvd. ,as vega,702/731-7525,processed,2020-03-08 03:30:00
984,enetia,713 w. sahara ave,as vega,702/876-4190,processed,2021-03-08 05:08:42
985,viva mercados,182 w. flamingo rd,as vega,702/871-8826,processed,2015-12-19 13:35:26
986,yolies,900 paradise rd,as vega,702/794-0700,processed,2023-06-27 05:54:43
987,22,223 market st,an francisc,415/431-0692,processed,2015-10-31 11:29:16
988,cquarell,722 sacramento st,an francisc,415/567-5432,processed,2022-05-07 12:50:43
989,bardellis,43 ofarrell st,an francisc,415/982-0243,processed,2024-01-31 23:06:51
990,etelnu,030 union st,an francisc,415/929-8855,processed,2020-04-07 19:07:37
991,bistro roti,55 steuart st,an francisc,415/495-6500,processed,2023-01-23 07:49:35
992,i,6 gold st,an francisc,415/433-6300,processed,2017-09-21 15:59:50
993,izo,98 fourth st,an francisc,415/543-2222,processed,2023-04-16 02:21:39
994,buca giovanni,00 greenwich st,an francisc,415/776-7766,processed,2020-03-10 22:19:01
995,cafe adriano,347 fillmore st,an francisc,415/474-4180,processed,2016-09-05 16:15:05
996,cafe marimba,317 chestnut st,an francisc,415/776-1506,processed,2015-04-08 13:58:36
997,california culinary academy,25 polk st,an francisc,415/771-3500,processed,2024-03-19 01:33:32
998,capps corner,600 powell st,an francisc,415/989-2589,processed,2017-03-28 22:30:04
999,art,772 market st,an francisc,415/863-3516,processed,2021-11-24 12:32:17
1000,hevy,th and howard sts,an francisc,415/543-8060,processed,2020-10-07 13:43:39
1001,cypress club,00 jackson st,an francisc,415/296-8555,processed,2015-10-25 18:33:02
1002,des alpes,32 broadwa,an francisc,415/788-9900,processed,2019-12-14 21:58:01
1003,a,61 sutter st,an francisc,415/362-0404,processed,2022-08-27 22:21:10
1004,fog city diner,300 battery st,an francisc,415/982-2000,processed,2022-11-10 04:04:30
1005,garden court,arket and new montgomery sts,an francisc,415/546-5011,processed,2020-04-01 02:38:35
1006,gaylords,hirardelli sq,an francisc,415/771-8822,processed,2024-03-29 12:35:32
1007,grand cafe hotel monaco,01 geary st,an francisc,415/292-0101,processed,2023-05-18 22:38:50
1008,reen,ldg. a fort maso,an francisc,415/771-6222,processed,2016-04-25 01:18:11
1009,harbor village, embarcadero cente,an francisc,415/781-8833,processed,2020-10-21 02:49:47
1010,harris,100 van ness ave,an francisc,415/673-1888,processed,2017-11-21 15:49:21
1011,harry dentons,61 steuart st,an francisc,415/882-1333,processed,2016-03-19 08:22:15
1012,hayes street grill,20 hayes st,an francisc,415/863-5545,processed,2019-07-08 16:41:13
1013,elman,30 broadwa,an francisc,415/362-0641,processed,2018-12-31 00:39:11
1014,hong kong flower lounge,322 geary blvd,an francisc,415/668-8998,processed,2020-01-15 04:06:47
1015,hong kong villa,332 clement st,an francisc,415/752-8833,processed,2022-04-08 19:38:53
1016,hyde street bistro,521 hyde st,an francisc,415/441-7778,processed,2016-07-01 17:11:03
1017,il fornaio levis plaza,265 battery st,an francisc,415/986-0100,processed,2021-12-27 04:30:16
1018,izzys steak & chop house,345 steiner st,an francisc,415/563-0487,processed,2021-01-31 22:38:22
1019,jacks,15 sacramento st,an francisc,415/986-9854,processed,2016-10-19 09:04:17
1020,kabuto sushi,116 geary blvd,an francisc,415/752-5652,processed,2019-12-28 07:49:17
1021,katias,00 5th ave,an francisc,415/668-9292,processed,2021-05-17 19:02:36
1022,kuletos,21 powell st,an francisc,415/397-7720,processed,2017-12-08 14:49:01
1023,kyo-ya. sheraton palace hotel, new montgomery st.  at market st,an francisc,415/546-5000,processed,2020-10-13 19:26:56
1024,losteria del forno,19 columbus ave,an francisc,415/982-1124,processed,2015-04-14 19:34:26
1025,le central,53 bush st,an francisc,415/391-2233,processed,2018-06-08 22:01:23
1026,le soleil,33 clement st,an francisc,415/668-4848,processed,2021-04-16 19:23:28
1027,macarthur park,07 front st,an francisc,415/398-5700,processed,2019-10-08 02:08:01
1028,anor,226 mission st,an francisc,415/861-6224,processed,2023-07-01 01:59:12
1029,aykade,70 green st,an francisc,415/362-8286,processed,2023-05-10 12:19:21
1030,mccormick & kuletos,hirardelli sq,an francisc,415/929-1730,processed,2023-04-10 08:43:27
1031,illenniu,46 mcallister st,an francisc,415/487-9800,processed,2019-12-23 05:40:55
1032,mooses,652 stockton st,an francisc,415/989-7800,processed,2016-11-11 13:37:42
1033,north india,131 webster st,an francisc,415/931-1556,processed,2016-08-06 19:25:05
1034,one market, market st,an francisc,415/777-5577,processed,2016-11-18 17:46:36
1035,ritali,915 fillmore st,an francisc,415/346-1333,processed,2016-07-21 17:14:04
1036,pacific pan pacific hotel,00 post st,an francisc,415/929-2087,processed,2018-06-16 01:44:48
1037,palio dasti,40 sacramento st,an francisc,415/395-9800,processed,2017-12-18 22:25:00
1038,pane e vino,011 steiner st,an francisc,415/346-2111,processed,2016-02-20 18:58:58
1039,asti,015 battery st,an francisc,415/391-2555,processed,2020-07-30 13:23:18
1040,perrys,944 union st,an francisc,415/922-9022,processed,2021-04-06 11:24:28
1041,r&g lounge,31 b kearny st,an francisc,415/982-7877,processed,2021-06-04 19:47:30
1042,ubico,58 sacramento st,an francisc,415/434-4100,processed,2021-08-31 06:56:09
1043,umpu, tillman pl,an francisc,415/421-2300,processed,2016-07-22 02:29:42
1044,anpp,702 post st,an francisc,415/346-3486,processed,2015-09-01 04:15:42
1045,scalas bistro,32 powell st,an francisc,415/395-8555,processed,2022-05-11 01:57:30
1046,south park cafe,08 south par,an francisc,415/495-7275,processed,2017-10-13 03:01:16
1047,splendido embarcadero,,an francisc,415/986-3222,processed,2017-12-12 00:52:28
1048,tar,50 redwood alle,an francisc,415/861-7827,processed,2024-04-29 21:26:44
1049,stars cafe,00 van ness ave,an francisc,415/861-4344,processed,2020-08-29 20:54:52
1050,stoyanofs cafe,240 9th ave,an francisc,415/664-3664,processed,2023-02-24 23:16:21
1051,straits cafe,300 geary blvd,an francisc,415/668-1783,processed,2021-09-19 12:21:21
1052,uppenkuch,01 hayes st,an francisc,415/252-9289,processed,2020-08-25 18:00:49
1053,tadich grill,40 california st,an francisc,415/391-2373,processed,2019-06-15 12:15:38
1054,the heights,235 sacramento st,an francisc,415/474-8890,processed,2018-05-20 14:50:24
1055,hepi,98 gough st,an francisc,415/863-9335,processed,2021-07-20 13:49:00
1056,ton kiang,148 geary blvd,an francisc,415/752-4440,processed,2022-04-04 11:12:59
1057,ertig,00 montgomery st,an francisc,415/433-7250,processed,2017-07-15 18:14:20
1058,vivande porta via,125 fillmore st,an francisc,415/346-4430,processed,2021-03-04 16:01:57
1059,vivande ristorante,70 golden gate ave,an francisc,415/673-9245,processed,2015-08-22 23:44:01
1060,world wrapps,257 chestnut st,an francisc,415/563-9727,processed,2023-03-13 10:31:44
1061,wu kong,01 spear st,an francisc,415/957-9300,processed,2015-12-22 03:00:25
1062,yank sing,27 battery st,an francisc,415/541-4949,processed,2015-01-30 02:14:53
1063,yaya cuisine,220 9th ave,an francisc,415/566-6966,processed,2016-12-01 12:48:21
1064,yoyo tsumami bistro,611 post st,an francisc,415/922-7788,processed,2016-01-31 13:01:57
1065,arzuel,000 hyde st,an francisc,415/346-0800,processed,2024-04-10 01:13:14
1066,zuni cafe & grill,658 market st,an francisc,415/552-2522,processed,2016-11-05 02:16:59
